pid,Acantharia,Akashiwo,Alexandrium_catenella,Amoeba,Amoeba_TAG_nano,Amphidinium,Asterionellopsis_glacialis,Asteromphalus,Bacillariophyceae,Bacteria_colony,Bacteriastrum,Bacteriastrum_TAG_interaction,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Chaetoceros,Chaetoceros_TAG_interaction,Chaetoceros_didymus,Chaetoceros_socialis,Chattonella,Chrysochromulina,Chrysochromulina_lanceolata,Ciliophora,Corethron_hystrix,Corymbellus,Coscinodiscus,Cryptophyta,Cylindrotheca,Cylindrotheca_morphotype1,Dactyliosolen_blavyanus,Dictyocha,Dinobryon,Dinophyceae,Dinophyceae_TAG_cyst,Dinophysis,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Fragilidinium,Gonyaulax,Guinardia_flaccida,Guinardia_striata,Gymnodinium,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Lingulodinium_polyedra,Lingulodinium_polyedra_TAG_cyst,Margalefidinium,Mesodinium,Nanoneis,Nauplii,Navicula,Ophiaster,Oxytoxum,Phaeocystis,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_gracile,Prorocentrum_micans,Prorocentrum_rostratum,Prorocentrum_scutellum,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Strobilidium_morphotype1,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_tintinnodes,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnidium_mucicola,Tintinnina,Tintinnopsis,Tontonia_appendiculariformis,Tripos,Tripos_balechii,Tripos_furca,Tripos_fusus,Tripos_lineatus,Vicicitus_globosus,Warnowia,bad,bead,bubble,coccolithophorid,colony,crescent,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,flagellate,nanoplankton_mix,pennate,pennate_Pseudo-nitzschia,pennate_Thalassionema,pennate_morphotype1,pollen,pollen_TAG_nano,zooplankton
D20250227T195131_IFCB183_00020,0.0,0.0,0.0,2.2e-06,0.0,2.4e-07,1.97e-06,0.0,6.133e-05,2.4e-07,1e-06,0.0,2.4e-07,0.0,4.8e-06,2.056e-05,0.0,4e-07,2e-07,6e-08,3.6e-07,3e-07,1.78e-05,0.0,1.5e-06,6e-08,0.0002353,1.3e-06,2e-06,1e-07,1.7e-06,3e-07,1.585e-05,5.36e-06,3e-07,0.0,0.0,9e-07,0.0,0.0,5e-07,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,3e-07,6.4e-06,0.0,1e-07,1e-07,0.0002286,0.0,2.4e-07,2.4e-07,0.0,2.4e-07,0.0,2e-07,1e-07,3e-07,0.0,7.03e-06,2.4e-07,0.0,0.0,1.43e-06,1e-07,2.1e-06,2.4e-07,0.0,0.0,6e-08,3.16e-06,0.0,6e-08,0.0,0.0,6e-08,5.3e-06,0.003077,3.6e-07,3.6e-07,6e-08,5e-07,0.0001062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0001376,2.41e-05,0.0,0.0,6e-08,6e-08,0.0,1e-07,0.0,6e-08,2e-07,0.0,0.0,6e-08,3.64e-06,0.01318,2.915e-05,4.23e-06,1.55e-06,6e-08,0.00839,1.9e-06,0.001093,6e-08,5.4e-06,0.0249,0.948,1.925e-05,1.67e-06,0.0,3e-07,1e-07,0.0,2.4e-07
D20250227T195131_IFCB183_00021,0.0,0.0,0.0,6e-08,0.0,1.2e-06,3.74e-05,0.0,1.8e-05,0.0,0.0,0.0,2e-07,0.0,0.0,8.3e-07,0.0,0.0,0.0,6e-08,0.00011855,1.25e-06,1.34e-05,0.0,0.0,0.0,0.7563,2.4e-07,2.5e-06,0.0,6e-08,0.0,0.0001626,3e-07,2.4e-07,0.0,0.0,0.0,0.0,0.0,2.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,2e-07,0.0,0.0,1.99e-05,0.0,4.184e-05,0.0,0.0,0.0,0.0,7e-07,0.0,0.0,0.0,2e-07,1e-07,0.0,0.0,1e-07,7.87e-06,0.0,6e-08,0.0,0.0,1e-07,3.64e-05,0.0,1e-07,0.0,0.0,0.0,3.3e-06,0.004585,1.3e-06,0.0,0.0,1e-07,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,9.06e-06,2e-07,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,1e-07,0.0,0.0,0.0,4e-07,2.4e-06,5e-07,2e-07,0.0,6e-08,2.223e-05,1e-07,1.115e-05,0.0,6e-07,0.2,0.03848,7e-07,2e-07,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00022,4e-07,3.93e-06,1.25e-06,0.0001436,2.4e-07,0.001037,3.165e-05,6e-07,0.001082,3.8e-06,4.154e-05,1e-07,3.8e-06,8e-07,0.0002413,0.0005774,4e-07,0.00011396,1.8e-06,3.386e-05,4.69e-05,0.0001217,0.0241,5e-07,0.0001475,1e-06,0.0024,6.425e-05,1.47e-05,2e-05,4.417e-05,3.93e-06,0.0597,0.000505,3.886e-05,6e-08,2.8e-06,8.3e-07,4.23e-06,4e-07,6.39e-05,5.4e-07,0.0,1.55e-06,3.5e-06,2.44e-06,2.58e-05,9e-07,4.9e-06,0.0424,4.864e-05,1.77e-05,5.5e-06,0.002758,3.58e-05,0.00054,3.46e-06,5.9e-06,2.5e-06,2.4e-07,5.62e-05,8.17e-06,6.7e-06,7.2e-06,0.0007334,2.027e-05,5.4e-07,6e-07,3.5e-06,0.0001512,3.713e-05,3.8e-05,2e-07,1.2e-06,6.384e-05,0.0001777,1.925e-05,9.95e-06,2e-07,2.76e-05,1.8e-06,5.63e-05,0.06396,0.0006084,3.4e-06,3.3e-06,0.001856,0.0001091,6.4e-06,3.9e-06,2e-07,2e-07,1.854e-05,2.15e-06,5.9e-06,1.127e-05,5.84e-06,0.006977,0.0001994,0.0,0.0,6.1e-06,7.03e-06,1.8e-06,1.085e-05,2.676e-05,4.5e-06,7.194e-05,7e-07,1e-07,0.0001204,6.69e-05,6.19e-05,8.02e-05,0.00207,4.053e-05,9.5e-07,0.05545,0.0001327,0.00718,1.67e-06,1.866e-05,0.3235,0.3994,5.83e-05,3.767e-05,5.4e-07,2.71e-05,2.1e-06,6.14e-06,6e-06
D20250227T195131_IFCB183_00023,0.0,0.0,0.0,4.05e-06,0.0,0.0,6e-08,0.0,0.0001107,6.8e-06,0.0,0.0,0.0,0.0,1.55e-06,2.9e-06,0.0,6e-08,0.0,0.0,0.0,2e-07,4e-07,0.0,0.0,0.0,7e-07,3.6e-07,6e-08,6e-08,1.4e-06,6e-08,5.4e-07,1e-07,6e-08,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,6e-08,0.0,0.0,0.0,1.2e-06,0.0,0.0,0.0,0.0,6e-08,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,2.74e-06,6e-08,6e-08,6e-08,0.0,0.0,0.0,1.3e-06,0.0,0.0,0.0,6e-08,0.0,0.0,2.5e-06,0.0,0.0,6e-08,0.0,9.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5e-07,6e-07,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0004144,4.476e-05,0.0,6e-07,0.0,0.005215,0.0001644,0.9834,0.0,1.6e-06,0.0008526,0.00964,2.104e-05,6e-08,0.0,6e-08,0.0,0.0,3e-07
D20250227T195131_IFCB183_00024,0.0,0.0,0.0,6e-08,0.0,2e-07,5e-07,0.0,6.53e-05,0.0,1e-07,0.0,0.0,0.0,7e-07,1.4e-05,0.0,1e-07,0.0,0.0,2e-07,6e-08,6.56e-06,0.0,1e-07,0.0,8.74e-05,2e-07,3.6e-07,0.0,1e-07,0.0,2.1e-06,3.6e-07,6e-08,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,7e-07,0.0,0.0,0.0,2.295e-05,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,4e-07,0.0,0.0,0.0,6e-08,0.0,3.6e-07,0.0,0.0,0.0,0.0,6.6e-07,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.0009127,4e-07,0.0,0.0,6e-08,9.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000421,1.24e-05,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,1e-07,0.0,0.0,0.0,8e-07,0.000653,2.79e-05,7e-07,6e-08,0.0,0.00046,6e-08,0.0001044,0.0,9.5e-07,0.00995,0.9873,4.3e-06,2.4e-07,0.0,6e-08,0.0,0.0,0.0
D20250227T195131_IFCB183_00025,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,3.2e-06,0.0,6e-08,0.0,0.0,0.0,6e-08,2.56e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-07,0.0,0.0,0.0,1.1e-05,6e-08,6e-08,0.0,6e-08,0.0,3e-07,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,0.0,6e-08,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,6e-08,9.15e-05,0.0,0.0,0.0,0.0,1.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83e-05,2.3e-06,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.002604,2.265e-05,6e-08,6e-08,0.0,0.0001839,0.0,2.32e-05,0.0,3.6e-07,0.003605,0.993,5e-07,6e-08,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00026,0.0,0.0,0.0,1.97e-06,0.0,0.0,2e-07,0.0,0.0002011,4.095e-05,1e-07,0.0,6e-08,0.0,7e-06,4.05e-06,0.0,2e-07,6e-08,0.0,6e-08,6.6e-07,8.3e-07,0.0,6e-08,0.0,4.6e-06,3.8e-06,2.4e-07,1e-07,5.6e-06,1e-07,3.7e-06,5e-07,1e-07,0.0,0.0,2.4e-07,0.0,0.0,6e-08,0.0,0.0,0.0,1e-07,0.0,0.0,6e-08,7e-07,4e-07,0.0,1e-07,6e-08,2.15e-06,0.0,6e-08,0.0,0.0,9.5e-07,0.0,1e-07,0.0,1e-07,0.0,0.0,6.6e-07,0.0,0.0,1.32e-05,5e-07,2.4e-07,1e-07,0.0,0.0,0.0,2.86e-06,0.0,1e-07,0.0,6e-08,0.0,6e-08,6.74e-06,0.0,6e-08,6e-08,0.0,7.87e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,3.1e-06,0.0,0.0,2.4e-07,0.0,0.0,6e-08,0.0,6e-08,6e-08,0.0,0.0,0.0,3e-07,0.0004387,2.444e-05,6e-08,4.05e-06,2e-07,0.01277,0.0001583,0.974,6e-08,2.46e-05,0.002022,0.01011,0.000167,3.6e-07,0.0,4e-07,0.0,0.0,6e-07
D20250227T195131_IFCB183_00027,6e-08,9e-07,0.0,3.16e-06,6e-08,0.0001352,4.46e-05,0.0,0.000713,6.6e-07,9.4e-06,6e-08,5e-07,1e-07,1.764e-05,0.000994,2.4e-07,8.136e-05,1.2e-06,2.5e-06,3.72e-05,0.0002117,0.001587,6e-08,0.0001307,6e-08,0.001762,3.994e-05,5.84e-06,3.1e-06,5.5e-06,2e-06,0.001872,5.52e-05,1.14e-05,6e-08,7e-07,6e-08,3.1e-06,3e-07,2.31e-05,0.0,0.0,2e-07,1.2e-06,2.4e-07,5e-07,2e-07,1.13e-06,0.000637,1.85e-06,3.9e-06,1.25e-06,0.0003607,2.3e-06,0.0001097,3.6e-07,1e-07,5e-07,6e-08,1.174e-05,3e-07,1.1e-06,3e-07,5.716e-05,3.8e-06,2e-07,2.2e-06,4.05e-06,1.246e-05,1.19e-05,8e-07,1e-07,6e-08,2.74e-06,8.297e-05,8e-07,2.84e-05,0.0,6e-07,2.4e-07,7.87e-06,0.1287,0.00237,1.4e-06,8e-07,3.326e-05,2.575e-05,1e-07,1e-07,0.0,0.0,3.6e-07,2.4e-07,1e-06,6.6e-07,3.46e-06,0.001736,0.0001571,0.0,0.0,2.44e-06,1e-07,6e-07,7.3e-06,3.1e-06,1.4e-06,1.574e-05,1e-07,0.0,7.87e-06,2.354e-05,5.11e-05,4.196e-05,6.1e-05,2.444e-05,1e-07,0.0279,4.1e-06,0.001299,6e-08,1.71e-05,0.305,0.523,0.0003533,2.77e-05,3.6e-07,1.9e-05,1e-07,1.6e-06,1.4e-06
D20250227T195131_IFCB183_00028,0.0,0.0,0.0,6e-08,0.0,9.5e-07,0.0,0.0,1.31e-05,0.0,0.0,0.0,0.0,0.0,6e-08,1.97e-06,0.0,0.0,0.0,0.0,1e-07,0.0,4.77e-06,0.0,0.0,0.0,1.69e-05,0.0,0.0,0.0,0.0,0.0,4.4e-06,3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-06,0.0,0.0,0.0,2.15e-06,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.07e-05,0.0,0.0,0.0,0.0,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000586,5.4e-07,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,3.34e-06,5.543e-05,3e-07,0.0,0.0,1.46e-05,0.0,2.193e-05,0.0,6e-08,0.008514,0.9907,1e-07,0.0,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00029,0.0,0.0,0.0,0.0,0.0,2.4e-07,6e-08,0.0,2.04e-05,0.0,6e-08,0.0,0.0,0.0,1e-07,9.6e-06,0.0,0.0,0.0,6e-08,3e-07,0.0,4.8e-06,0.0,0.0,0.0,3.344e-05,6e-08,6e-08,0.0,0.0,0.0,2.9e-06,3.6e-07,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,6.85e-06,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-07,0.0,0.0,0.0,0.0,0.0,1e-07,6.48e-05,6e-08,0.0,0.0,6e-08,8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001444,2.3e-06,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,6e-08,0.0,0.0,0.0,1e-07,8.18e-05,3.684e-05,1e-07,0.0,0.0,3.8e-05,0.0,1.32e-05,0.0,5.4e-07,0.01048,0.9893,8.3e-07,1e-07,0.0,6e-08,0.0,0.0,0.0
D20250227T195131_IFCB183_00030,0.0,0.0,0.0,6e-08,0.0,2.26e-06,3.6e-07,0.0,2.38e-05,0.0,1e-07,0.0,0.0,0.0,9.5e-07,8.3e-06,0.0,6e-08,0.0,3e-07,1.13e-06,1e-07,1.466e-05,0.0,2e-07,0.0,0.0003726,6e-07,3e-07,0.0,1e-07,0.0,2.35e-05,9e-07,6e-08,0.0,0.0,0.0,6e-08,0.0,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,2e-05,0.0,6e-08,0.0,9.01e-05,0.0,1.5e-06,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,2.4e-07,6e-08,0.0,6e-08,6e-08,6e-08,1e-07,6e-08,0.0,0.0,6e-08,7.15e-06,0.0,1e-07,0.0,0.0,0.0,6.6e-07,0.001671,3e-07,0.0,0.0,9e-07,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011694,8.5e-06,0.0,0.0,0.0,0.0,0.0,2e-07,0.0,0.0,3e-07,0.0,0.0,6e-08,4e-07,5.203e-05,2.265e-05,3e-07,1e-07,0.0,0.0002856,6e-08,0.0001079,0.0,5.4e-07,0.05103,0.9463,9.5e-06,2.4e-07,0.0,6e-07,0.0,0.0,0.0
D20250227T195131_IFCB183_00031,0.0,0.0,0.0,0.0,0.0,6e-08,1.806e-05,0.0,4.95e-06,0.0,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-06,2.4e-07,5.4e-07,0.0,0.0,0.0,0.971,6e-08,6e-07,0.0,0.0,0.0,2.444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-07,0.0,2.2e-06,0.0,0.0,0.0,0.0,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,2.6e-06,0.0,0.0,0.0,0.0,0.0,2.26e-06,0.0,6e-08,0.0,0.0,0.0,3e-07,8.38e-05,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-07,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,6e-07,6e-08,0.0,0.0,6e-08,9.83e-06,6e-08,1.1e-05,0.0,7e-07,0.0213,0.0075,8.3e-07,6e-08,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00032,3.8e-06,7e-07,1.13e-06,0.0001213,2e-07,1.43e-06,2.426e-05,4.95e-06,0.0425,0.0004256,0.00010014,4.05e-06,6.825e-05,3.5e-06,0.0009255,0.001974,1.967e-05,0.00011545,2.354e-05,7e-07,1.72e-05,5.263e-05,0.0001838,2e-07,6.557e-05,7.1e-06,0.0001866,0.000334,0.00238,2.617e-05,0.0001972,9.15e-05,0.0001986,7.82e-05,8.64e-06,3e-07,1.2e-06,1.75e-05,1e-07,1.13e-06,3.3e-06,2e-07,2.4e-07,2.15e-06,9.95e-06,9e-07,2.9e-06,5.8e-06,5.52e-05,6.71e-05,5e-07,2.37e-05,1.967e-05,0.000843,2e-07,1.24e-05,2.253e-05,1.8e-06,0.001015,8.3e-06,5.54e-06,1.81e-05,2.6e-05,3.6e-07,1.65e-05,6.38e-05,5e-07,5.4e-07,1.466e-05,5.48e-05,0.0001135,1.42e-05,2e-07,1.2e-06,1e-06,5.11e-05,3.6e-06,1.56e-05,6e-08,2.86e-06,8.9e-05,2.706e-05,0.001315,5.5e-06,2.17e-05,2.384e-05,1.8e-06,0.004517,2e-07,2.7e-06,3e-07,1e-07,3.16e-06,7e-07,1.67e-06,8.3e-07,1.436e-05,0.0002491,0.0001024,3.6e-07,7e-07,1.66e-05,1.645e-05,6.6e-07,8.7e-06,7.5e-06,1.985e-05,2.235e-05,6e-07,6e-08,1.13e-06,0.003717,0.00913,8.38e-05,4.02e-05,0.00063,8.78e-05,0.2693,0.005527,0.4543,2.193e-05,0.001401,0.0094,0.1813,0.003643,0.002073,3.76e-06,1.89e-05,1.8e-06,1.43e-06,3.767e-05
D20250227T195131_IFCB183_00033,0.0,0.0,0.0,0.0,0.0,1e-07,1.7e-06,0.0,1.806e-05,0.0,1e-07,0.0,0.0,0.0,3.6e-07,8e-06,0.0,1e-07,0.0,0.0,6e-08,6e-08,6.5e-06,0.0,1e-07,0.0,8.446e-05,3e-07,2.4e-07,0.0,2.4e-07,0.0,2.2e-06,3e-07,6e-08,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5e-07,0.0,6e-08,0.0,9.4e-06,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,2e-07,6e-08,0.0,0.0,1e-07,0.0,6e-08,0.0,0.0,0.0,0.0,2.74e-06,0.0,1e-07,0.0,0.0,0.0,2e-07,0.002527,6.6e-07,6e-08,0.0,1e-07,2.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99e-05,4.2e-06,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,6e-08,0.0,0.0,0.0,3.6e-07,0.0003686,3.6e-06,2e-07,1e-07,0.0,0.001211,1e-07,0.0002055,0.0,6e-07,0.02419,0.971,1.14e-05,3e-07,0.0,3e-07,0.0,0.0,0.0
D20250227T195131_IFCB183_00034,0.0,0.0,0.0,0.0,0.0,5e-07,6.43e-05,0.0,2.21e-05,0.0,0.0,0.0,5.4e-07,0.0,1e-07,3e-07,0.0,0.0,0.0,0.0,2.396e-05,3.6e-07,3.76e-06,0.0,0.0,0.0,0.837,6e-08,1.6e-06,0.0,6e-08,0.0,0.0001048,2.4e-07,1e-07,0.0,0.0,0.0,0.0,0.0,9.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,1.07e-05,0.0,7.03e-06,0.0,0.0,0.0,0.0,1.85e-06,0.0,0.0,0.0,6e-08,2.4e-07,0.0,0.0,3e-07,4.6e-06,0.0,0.0,0.0,0.0,6e-08,8.46e-06,0.0,6e-08,0.0,0.0,0.0,8e-07,0.0039,1.13e-06,6e-08,0.0,6e-08,2.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,1.25e-05,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,3.6e-07,3.6e-06,2.4e-07,1e-07,0.0,0.0,2.366e-05,2e-07,1.73e-05,0.0,6.6e-07,0.10175,0.05698,9.5e-07,2e-07,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00035,0.0,0.0,0.0,2.83e-05,0.0,0.0,2e-07,6e-08,0.001119,0.00010175,2e-07,0.0,5e-07,0.0,2.87e-05,1.216e-05,0.0,3e-07,1e-07,0.0,6e-08,1.67e-06,3.04e-06,0.0,4e-07,0.0,1.8e-06,1.85e-06,8.3e-07,6e-07,4.05e-06,7e-07,2.56e-06,4e-07,1e-07,0.0,0.0,8e-07,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,6e-08,6e-08,5e-07,8e-07,0.0,2e-07,6e-08,2.04e-05,0.0,6e-08,6e-08,0.0,4.9e-06,2e-07,1e-07,6e-08,3e-07,0.0,6e-08,3.6e-07,0.0,0.0,1.6e-06,1.13e-06,8e-07,5e-07,0.0,0.0,0.0,1.25e-06,0.0,6e-08,0.0,1e-07,2.4e-07,2e-07,1.89e-05,0.0,2e-07,3.6e-07,0.0,0.0002673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,2.2e-06,1.85e-06,0.0,0.0,2.4e-07,1e-07,0.0,6e-08,0.0,6e-08,6e-08,0.0,0.0,0.0,1.7e-06,0.0004463,6.56e-06,2.4e-07,1.484e-05,1e-07,0.03062,0.001209,0.962,2e-07,4.65e-06,0.0003939,0.003704,9.567e-05,8e-07,0.0,1e-07,0.0,0.0,7e-07
D20250227T195131_IFCB183_00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-06,0.0,0.0,0.0,0.0,0.0,6e-08,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.13e-06,0.0,0.0,0.0,4.53e-06,0.0,0.0,0.0,0.0,0.0,3.6e-07,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.0,0.0,0.0,1.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,6e-08,2.87e-05,0.0,0.0,0.0,0.0,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0003123,1.54e-05,6e-08,0.0,0.0,7.11e-05,0.0,1.4e-05,0.0,1e-07,0.00406,0.9956,3e-07,0.0,0.0,0.0,0.0,0.0,0.0
D20250227T195131_IFCB183_00037,3.1e-06,2.74e-06,5.4e-07,4.6e-06,2.4e-07,2.34e-05,3.38e-05,1e-07,0.000659,4.72e-05,0.0001862,2.09e-05,5.96e-06,6.6e-07,7.933e-05,0.000606,6.8e-06,0.0001354,1.186e-05,1.2e-06,1.365e-05,2.396e-05,0.0001663,1e-07,0.00622,2e-07,0.0002859,0.0004232,3.386e-05,5.96e-06,0.0002997,1.454e-05,0.001614,6.4e-05,1.67e-06,4e-07,5.4e-07,7e-06,6e-08,3e-07,1.16e-05,6e-08,6e-08,3.6e-07,2e-06,3.6e-07,6.56e-06,2.4e-07,2.7e-06,0.00297,1e-07,7.03e-06,3e-06,0.003395,6e-06,3.5e-05,5.54e-06,6e-08,1.33e-05,7.4e-06,9.5e-07,1.115e-05,2.784e-05,1e-06,5.835e-05,5e-06,1.8e-06,6.6e-07,1.33e-05,6.396e-05,0.0001208,1.25e-06,2.4e-07,1.2e-06,8e-07,3.904e-05,9.5e-07,0.0001401,0.0,1.13e-06,5.5e-06,0.00011396,0.004658,3.594e-05,4.93e-05,2.15e-06,1.22e-05,0.0002105,6e-08,6e-07,6e-08,2e-07,4e-07,2e-07,1.3e-06,1.02e-05,9.54e-06,0.0001014,0.001081,0.0,6e-08,4.23e-06,2.74e-06,1e-06,2.32e-05,3.34e-06,8.05e-06,4.8e-05,6e-08,6e-08,4.69e-05,0.00012034,0.00288,4.494e-05,0.00011003,0.02237,3.8e-06,0.4268,4.54e-05,0.03885,7.45e-06,0.0006256,0.091,0.3909,0.001697,0.0001003,3.6e-07,4.23e-05,4.53e-06,2.26e-06,1.687e-05
